         328516 function calls (321470 primitive calls) in 14.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      158    0.001    0.000    0.030    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\cbook\__init__.py:205(process)
      824    0.001    0.000    0.002    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\numeric.py:1327(<listcomp>)
      714    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:1321(_replace_dtype_fields)
      141    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\tkinter\__init__.py:1340(nametowidget)
      102    0.001    0.000    0.589    0.006 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\cm.py:223(to_rgba)
       38    0.001    0.000    0.038    0.001 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\axis.py:56(__init__)
      564    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\cbook\__init__.py:2018(_setattr_cm)
       64    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\font_manager.py:1338(get_font)
  244/122    0.001    0.000    0.009    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:2320(frozen)
      531    0.001    0.000    0.004    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\fromnumeric.py:2676(amin)
      103    0.001    0.000    0.018    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:5632(min)
     1128    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\cbook\__init__.py:2157(_check_in_list)
      408    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.generic' objects}
     3640    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      104    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      206    0.001    0.000    0.009    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:1377(transform)
      104    0.001    0.000    0.038    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\cbook\__init__.py:794(safe_masked_invalid)
      119    0.001    0.000    0.052    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\backend_bases.py:1780(motion_notify_event)
      100    0.001    0.000    2.489    0.025 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\backend_bases.py:1187(_on_timer)
     1429    0.001    0.000    0.002    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\_asarray.py:88(asanyarray)
     3383    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:1857(get_matrix)
      115    0.001    0.000    0.003    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\font_manager.py:620(__init__)
     7288    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     5320    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
     1124    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\ma\core.py:3593(_get_data)
     1664    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      280    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\font_manager.py:660(__hash__)
      783    0.001    0.000    0.007    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:1236(__add__)
      419    0.001    0.000    0.002    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\font_manager.py:1137(score_weight)
     1322    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\fromnumeric.py:74(<dictcomp>)
     3205    0.001    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\artist.py:194(axes)
      390    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
